idx,x,y,z,vx,vy,vz,pressure
0,-12.566370614359172,-1.0,-4.71238898038469,0.0,0.0,-4.426526e-19,-0.0012727354
1,-12.566370614359172,-1.0,-3.6651914291880923,0.0,0.0,3.2915068e-19,0.010246491
2,-12.566370614359172,-1.0,-2.6179938779914944,0.0,0.0,4.076288e-19,-0.004415335
3,-12.566370614359172,-1.0,-1.5707963267948966,0.0,0.0,-1.5226781e-20,-0.006848015
4,-12.566370614359172,-1.0,-0.5235987755982991,0.0,0.0,-7.0888784e-20,0.006850212
5,-12.566370614359172,-1.0,0.5235987755982983,0.0,0.0,4.606458e-21,-0.012556535
6,-12.566370614359172,-1.0,1.5707963267948966,0.0,0.0,-1.9985228e-19,-0.010575355
7,-12.566370614359172,-1.0,2.617993877991494,0.0,0.0,2.720308e-19,0.0001702527
8,-12.566370614359172,-1.0,3.6651914291880914,0.0,0.0,-1.6837953e-20,-0.0031494505
9,-12.566370614359172,-1.0,4.71238898038469,0.0,0.0,-4.426524e-19,-0.0012727351
10,-12.566370614359172,-0.33333333333333337,-4.71238898038469,1.0939486,-0.0658825,-0.011985127,-0.0007268889
11,-12.566370614359172,-0.33333333333333337,-3.6651914291880923,1.0745881,-0.011183437,0.046457704,-0.0010494421
12,-12.566370614359172,-0.33333333333333337,-2.6179938779914944,1.019137,0.093624,-0.024367055,-0.0034493753
13,-12.566370614359172,-0.33333333333333337,-1.5707963267948966,1.1460503,0.0068787434,0.003850453,-0.00070857204
14,-12.566370614359172,-0.33333333333333337,-0.5235987755982991,1.0920689,-0.04124763,-0.0071488153,0.0010422475
15,-12.566370614359172,-0.33333333333333337,0.5235987755982983,1.1213636,-0.014547639,0.06038902,-0.0009340991
16,-12.566370614359172,-0.33333333333333337,1.5707963267948966,1.0136414,0.059722744,-0.023320064,-0.0047943
17,-12.566370614359172,-0.33333333333333337,2.617993877991494,1.048636,0.07056291,-0.037714258,-0.0045121056
18,-12.566370614359172,-0.33333333333333337,3.6651914291880914,1.1600534,-0.012183256,0.0021226984,-0.001351422
19,-12.566370614359172,-0.33333333333333337,4.71238898038469,1.0939486,-0.06588248,-0.011985121,-0.0007268888
20,-12.566370614359172,0.33333333333333326,-4.71238898038469,1.0950724,-0.0033596598,0.051040962,-0.00046342926
21,-12.566370614359172,0.33333333333333326,-3.6651914291880923,1.0727619,0.015579514,0.079320446,-0.0006177587
22,-12.566370614359172,0.33333333333333326,-2.6179938779914944,1.1489756,0.042719506,-0.0072995545,-0.0016621224
23,-12.566370614359172,0.33333333333333326,-1.5707963267948966,0.95520663,-0.04440966,-0.016007775,0.0017727214
24,-12.566370614359172,0.33333333333333326,-0.5235987755982991,1.1282656,0.0053231055,-0.028776856,0.00059041305
25,-12.566370614359172,0.33333333333333326,0.5235987755982983,0.9523213,-0.0075453836,-0.02450475,-0.0059706816
26,-12.566370614359172,0.33333333333333326,1.5707963267948966,1.144094,-0.0051559615,0.04557635,0.00082064664
27,-12.566370614359172,0.33333333333333326,2.617993877991494,1.130774,0.040426195,0.0193326,0.00050720136
28,-12.566370614359172,0.33333333333333326,3.6651914291880914,1.1222059,-0.04870609,0.056848932,-0.0013997525
29,-12.566370614359172,0.33333333333333326,4.71238898038469,1.0950724,-0.0033596663,0.051040955,-0.00046342934
30,-12.566370614359172,1.0,-4.71238898038469,0.0,0.0,-6.052655e-20,-0.0060471594
31,-12.566370614359172,1.0,-3.6651914291880923,0.0,0.0,-2.184791e-19,-0.004693728
32,-12.566370614359172,1.0,-2.6179938779914944,0.0,0.0,9.8472356e-20,0.011347066
33,-12.566370614359172,1.0,-1.5707963267948966,0.0,0.0,-2.5536552e-19,0.0031103652
34,-12.566370614359172,1.0,-0.5235987755982991,0.0,0.0,2.573431e-19,-0.002670037
35,-12.566370614359172,1.0,0.5235987755982983,0.0,0.0,-2.5461224e-19,0.008002199
36,-12.566370614359172,1.0,1.5707963267948966,0.0,0.0,-1.9859039e-19,0.00029538682
37,-12.566370614359172,1.0,2.617993877991494,0.0,0.0,3.3398834e-19,0.0008410979
38,-12.566370614359172,1.0,3.6651914291880914,0.0,0.0,2.302257e-19,-0.0016137853
39,-12.566370614359172,1.0,4.71238898038469,0.0,0.0,-6.052635e-20,-0.006047174
40,-11.243594760216101,-1.0,-4.71238898038469,0.0,0.0,3.754382e-20,-0.001253836
41,-11.243594760216101,-1.0,-3.6651914291880923,0.0,0.0,2.9935518e-20,0.0007368836
42,-11.243594760216101,-1.0,-2.6179938779914944,0.0,0.0,3.5761336e-21,-0.006964738
