idx,x,y,z,vx,vy,vz,pressure
0,-12.566370614359172,-1.0,-4.71238898038469,0.0,0.0,-2.1261778e-20,0.0022891262
1,-12.566370614359172,-1.0,-3.6651914291880923,0.0,0.0,-3.401574e-19,-0.0075828196
2,-12.566370614359172,-1.0,-2.6179938779914944,0.0,0.0,-1.9119034e-19,0.00048023334
3,-12.566370614359172,-1.0,-1.5707963267948966,0.0,0.0,1.4836838e-19,-0.007700091
4,-12.566370614359172,-1.0,-0.5235987755982991,0.0,0.0,-6.7796944e-20,0.003381588
5,-12.566370614359172,-1.0,0.5235987755982983,0.0,0.0,-3.1674821e-19,-2.4237725e-05
6,-12.566370614359172,-1.0,1.5707963267948966,0.0,0.0,-1.5900914e-19,-0.0046825367
7,-12.566370614359172,-1.0,2.617993877991494,0.0,0.0,2.9395362e-19,0.002656964
8,-12.566370614359172,-1.0,3.6651914291880914,0.0,0.0,-2.489789e-19,0.0057944073
9,-12.566370614359172,-1.0,4.71238898038469,0.0,0.0,-2.1261823e-20,0.0022891245
10,-12.566370614359172,-0.33333333333333337,-4.71238898038469,0.9866415,0.09717133,0.070167474,-0.0032419106
11,-12.566370614359172,-0.33333333333333337,-3.6651914291880923,1.1386219,0.0015933418,-0.08358806,-0.0022531652
12,-12.566370614359172,-0.33333333333333337,-2.6179938779914944,1.1651133,0.016512385,0.014457465,0.003919536
13,-12.566370614359172,-0.33333333333333337,-1.5707963267948966,1.1381795,-0.0013899992,-0.051150143,-0.0023890994
14,-12.566370614359172,-0.33333333333333337,-0.5235987755982991,1.0723846,-0.02085465,0.01668314,-6.0787588e-05
15,-12.566370614359172,-0.33333333333333337,0.5235987755982983,1.0984358,-0.024417056,-0.054836564,0.001562588
16,-12.566370614359172,-0.33333333333333337,1.5707963267948966,1.066801,-0.024825707,-0.046513345,-0.0017882972
17,-12.566370614359172,-0.33333333333333337,2.617993877991494,1.1145529,-0.008393387,-0.012276866,-0.002857857
18,-12.566370614359172,-0.33333333333333337,3.6651914291880914,1.0289623,0.050535634,-0.020281706,-0.0024560546
19,-12.566370614359172,-0.33333333333333337,4.71238898038469,0.98664147,0.09717129,0.07016749,-0.0032419076
20,-12.566370614359172,0.33333333333333326,-4.71238898038469,1.1098866,-0.061240148,-0.026655447,0.0037600675
21,-12.566370614359172,0.33333333333333326,-3.6651914291880923,1.1133169,0.036381252,-0.06191598,-0.002150002
22,-12.566370614359172,0.33333333333333326,-2.6179938779914944,1.1054261,0.07570901,0.02805938,-0.0012027392
23,-12.566370614359172,0.33333333333333326,-1.5707963267948966,1.1724731,0.053120688,0.009626979,-0.0011201977
24,-12.566370614359172,0.33333333333333326,-0.5235987755982991,1.0519613,-0.014676235,-0.019429242,1.48501285e-05
25,-12.566370614359172,0.33333333333333326,0.5235987755982983,1.0953125,-0.006470521,0.023494976,0.0019329471
26,-12.566370614359172,0.33333333333333326,1.5707963267948966,1.0643653,0.0074858484,0.03244231,-0.0018391173
