idx,x,y,z,vx,vy,vz,pressure
0,-12.566370614359172,-1.0,-4.71238898038469,0.0,0.0,-3.231942e-19,-7.077992e-05
1,-12.566370614359172,-1.0,-3.6651914291880923,0.0,0.0,-1.2693629e-19,0.005534252
2,-12.566370614359172,-1.0,-2.6179938779914944,0.0,0.0,-5.6006325e-20,0.00042326268
3,-12.566370614359172,-1.0,-1.5707963267948966,0.0,0.0,2.55658e-19,0.0044043856
4,-12.566370614359172,-1.0,-0.5235987755982991,0.0,0.0,9.3968926e-20,-0.007114179
5,-12.566370614359172,-1.0,0.5235987755982983,0.0,0.0,9.9093517e-20,0.0019048888
6,-12.566370614359172,-1.0,1.5707963267948966,0.0,0.0,-1.2043495e-19,-0.0012824225
7,-12.566370614359172,-1.0,2.617993877991494,0.0,0.0,1.9820793e-19,0.0054020165
8,-12.566370614359172,-1.0,3.6651914291880914,0.0,0.0,5.2241238e-20,0.007709512
9,-12.566370614359172,-1.0,4.71238898038469,0.0,0.0,-3.2319415e-19,-7.078092e-05
10,-12.566370614359172,-0.33333333333333337,-4.71238898038469,1.1067936,-0.05859929,0.037601132,-0.002507971
11,-12.566370614359172,-0.33333333333333337,-3.6651914291880923,0.9976758,0.004960422,0.0070217187,-0.0025245291
12,-12.566370614359172,-0.33333333333333337,-2.6179938779914944,0.9837401,0.038307,-0.08343282,0.000274292
13,-12.566370614359172,-0.33333333333333337,-1.5707963267948966,1.1651171,-0.024590421,0.02246424,-0.0007164671
14,-12.566370614359172,-0.33333333333333337,-0.5235987755982991,1.096736,-0.019631894,0.03860928,-0.00059811707
15,-12.566370614359172,-0.33333333333333337,0.5235987755982983,1.1075006,0.0070445025,-0.01618483,-0.0007022284
16,-12.566370614359172,-0.33333333333333337,1.5707963267948966,1.0309292,-0.010795908,-0.009403151,-0.0049733855
17,-12.566370614359172,-0.33333333333333337,2.617993877991494,1.0037991,0.06132767,-0.018668765,0.0011833773
18,-12.566370614359172,-0.33333333333333337,3.6651914291880914,1.1429157,0.005652082,-0.0023896832,0.0013096252
19,-12.566370614359172,-0.33333333333333337,4.71238898038469,1.1067936,-0.058599267,0.03760111,-0.002507971
20,-12.566370614359172,0.33333333333333326,-4.71238898038469,1.143934,0.060286656,0.03677015,-0.010685391
21,-12.566370614359172,0.33333333333333326,-3.6651914291880923,1.0218804,-0.024226107,0.042224918,-0.00050084776
22,-12.566370614359172,0.33333333333333326,-2.6179938779914944,1.011243,0.036145482,0.031969186,-0.0065890937
23,-12.566370614359172,0.33333333333333326,-1.5707963267948966,1.0143234,0.037952006,0.0017495562,-0.004780346
24,-12.566370614359172,0.33333333333333326,-0.5235987755982991,1.1382611,0.035583142,-8.872823e-05,-0.00074579456
25,-12.566370614359172,0.33333333333333326,0.5235987755982983,1.0908322,0.00297104,0.00755957,0.001869273
26,-12.566370614359172,0.33333333333333326,1.5707963267948966,1.1067419,0.055556405,-0.038076688,0.002428021
27,-12.566370614359172,0.33333333333333326,2.617993877991494,1.0641079,-0.042492904,-0.053510826,-0.0021230357
28,-12.566370614359172,0.33333333333333326,3.6651914291880914,1.1361922,-0.024507416,-0.013439196,-0.002451513
29,-12.566370614359172,0.33333333333333326,4.71238898038469,1.1439341,0.060286667,0.036770202,-0.010685382
30,-12.566370614359172,1.0,-4.71238898038469,0.0,0.0,-3.485457e-20,-0.00061051827
31,-12.566370614359172,1.0,-3.6651914291880923,0.0,0.0,-9.8207736e-20,0.004868184
32,-12.566370614359172,1.0,-2.6179938779914944,0.0,0.0,9.151649e-20,-0.0025036335
33,-12.566370614359172,1.0,-1.5707963267948966,0.0,0.0,-1.5695004e-19,0.007209594
34,-12.566370614359172,1.0,-0.5235987755982991,0.0,0.0,-1.5705721e-21,-0.0035600418
35,-12.566370614359172,1.0,0.5235987755982983,0.0,0.0,-3.3080361e-19,0.0019427941
36,-12.566370614359172,1.0,1.5707963267948966,0.0,0.0,2.5251182e-19,0.009172392
37,-12.566370614359172,1.0,2.617993877991494,0.0,0.0,1.3995005e-19,-0.00716333
38,-12.566370614359172,1.0,3.6651914291880914,0.0,0.0,-1.4125651e-19,-0.013392452
39,-12.566370614359172,1.0,4.71238898038469,0.0,0.0,-3.485467e-20,-0.0006105275
40,-11.243594760216101,-1.0,-4.71238898038469,0.0,0.0,-7.887894e-20,-0.003659442
41,-11.243594760216101,-1.0,-3.6651914291880923,0.0,0.0,-2.2747573e-19,-0.010903828
42,-11.243594760216101,-1.0,-2.6179938779914944,0.0,0.0,3.9183985e-19,0.0106394775
43,-11.243594760216101,-1.0,-1.5707963267948966,0.0,0.0,4.4537053e-19,-0.004261391
44,-11.243594760216101,-1.0,-0.5235987755982991,0.0,0.0,-9.16651e-20,0.009184617
45,-11.243594760216101,-1.0,0.5235987755982983,0.0,0.0,-1.7610816e-19,-0.00297024
46,-11.243594760216101,-1.0,1.5707963267948966,0.0,0.0,-2.251014e-19,0.008969667
47,-11.243594760216101,-1.0,2.617993877991494,0.0,0.0,-2.2985783e-19,0.010131956
48,-11.243594760216101,-1.0,3.6651914291880914,0.0,0.0,1.4912403e-19,0.0022957495
49,-11.243594760216101,-1.0,4.71238898038469,0.0,0.0,-7.887926e-20,-0.0036594404
50,-11.243594760216101,-0.33333333333333337,-4.71238898038469,1.0993038,0.024979284,0.010468261,-0.0011682886
51,-11.243594760216101,-0.33333333333333337,-3.6651914291880923,1.0908533,-0.071551315,0.0053646886,-0.0015303327
52,-11.243594760216101,-0.33333333333333337,-2.6179938779914944,1.0205886,0.05768206,0.06462765,-0.0011869849
53,-11.243594760216101,-0.33333333333333337,-1.5707963267948966,1.1444446,-0.04517838,-0.006788479,-0.0036019585
54,-11.243594760216101,-0.33333333333333337,-0.5235987755982991,1.0670836,-0.006020812,0.0072410037,-8.843036e-05
55,-11.243594760216101,-0.33333333333333337,0.5235987755982983,1.1552374,-0.011737405,0.008755671,-0.000262383
56,-11.243594760216101,-0.33333333333333337,1.5707963267948966,1.0423703,0.012920631,-0.041617375,-0.0012719705
57,-11.243594760216101,-0.33333333333333337,2.617993877991494,1.0364236,0.01875951,0.04414063,-0.00409059
58,-11.243594760216101,-0.33333333333333337,3.6651914291880914,1.1335278,-0.01154085,-0.023492977,-0.00057995087
59,-11.243594760216101,-0.33333333333333337,4.71238898038469,1.0993038,0.024979321,0.010468256,-0.0011682884
60,-11.243594760216101,0.33333333333333326,-4.71238898038469,1.0539792,0.016879974,-0.03263493,0.00036842827
61,-11.243594760216101,0.33333333333333326,-3.6651914291880923,1.0740718,0.0715868,-0.013844732,-0.0004914152
62,-11.243594760216101,0.33333333333333326,-2.6179938779914944,1.1229337,-0.08839197,-0.03044988,0.0055003623
63,-11.243594760216101,0.33333333333333326,-1.5707963267948966,0.89967185,-0.11905081,0.046983197,0.0027849162
64,-11.243594760216101,0.33333333333333326,-0.5235987755982991,0.9272946,-0.010975492,-0.078243636,-0.008037025
65,-11.243594760216101,0.33333333333333326,0.5235987755982983,1.0396386,0.07066966,0.046591915,-0.0018398399
66,-11.243594760216101,0.33333333333333326,1.5707963267948966,1.0492041,-0.00048768276,-0.035270784,-0.0009819001
67,-11.243594760216101,0.33333333333333326,2.617993877991494,1.1290413,0.018989632,0.0603332,-0.012844675
68,-11.243594760216101,0.33333333333333326,3.6651914291880914,1.1231384,0.024201129,-0.013255279,0.00017455615
69,-11.243594760216101,0.33333333333333326,4.71238898038469,1.0539792,0.016879972,-0.032634925,0.00036842818
