idx,x,y,z,vx,vy,vz,pressure
0,-12.566370614359172,-1.0,-4.71238898038469,0.0,0.0,-7.297266e-20,0.0030964576
1,-12.566370614359172,-1.0,-3.6651914291880923,0.0,0.0,1.3533286e-19,0.007814963
2,-12.566370614359172,-1.0,-2.6179938779914944,0.0,0.0,5.362311e-20,0.0016271102
3,-12.566370614359172,-1.0,-1.5707963267948966,0.0,0.0,1.6986841e-19,0.0020499656
4,-12.566370614359172,-1.0,-0.5235987755982991,0.0,0.0,-1.7778867e-19,-0.0014158504
5,-12.566370614359172,-1.0,0.5235987755982983,0.0,0.0,1.00651964e-19,-0.0013243709
6,-12.566370614359172,-1.0,1.5707963267948966,0.0,0.0,2.946828e-20,-0.010660207
7,-12.566370614359172,-1.0,2.617993877991494,0.0,0.0,2.879605e-19,0.0007118074
8,-12.566370614359172,-1.0,3.6651914291880914,0.0,0.0,-1.3119543e-19,0.016488785
9,-12.566370614359172,-1.0,4.71238898038469,0.0,0.0,-7.297276e-20,0.0030964592
10,-12.566370614359172,-0.33333333333333337,-4.71238898038469,1.0268211,0.083203964,0.01925586,-0.0060626096
11,-12.566370614359172,-0.33333333333333337,-3.6651914291880923,1.0342088,-0.0098065315,0.022017341,-0.0014753385
12,-12.566370614359172,-0.33333333333333337,-2.6179938779914944,0.98665416,0.071957275,0.081350245,-0.0015448384
13,-12.566370614359172,-0.33333333333333337,-1.5707963267948966,1.1595258,0.021196125,-0.0009998174,0.00039229033
14,-12.566370614359172,-0.33333333333333337,-0.5235987755982991,1.1348107,-0.036674973,-0.002322542,-0.0014408069
15,-12.566370614359172,-0.33333333333333337,0.5235987755982983,1.1499915,0.009339837,0.030863086,-0.002560092
16,-12.566370614359172,-0.33333333333333337,1.5707963267948966,1.0822726,0.0007790128,-0.056695655,-0.0037874547
17,-12.566370614359172,-0.33333333333333337,2.617993877991494,1.0196941,0.052607305,0.018414779,0.00043139004
18,-12.566370614359172,-0.33333333333333337,3.6651914291880914,1.1779864,-0.03998818,-0.024900306,0.0008277408
19,-12.566370614359172,-0.33333333333333337,4.71238898038469,1.0268211,0.08320394,0.019255852,-0.00606261
20,-12.566370614359172,0.33333333333333326,-4.71238898038469,1.0662519,0.041254517,0.07364465,-0.0042662662
